id,商品名称,品牌,型号,功效,产地,适用发质,化妆品净含量
523158712821,发雅丝 姜医生控油清爽洗发露 ,发雅丝 ,,强根健发 育发 防脱生发 浓密 ,中国 ,油性 ,300mL 500ml 750mL 防脱洗发露300+育发液20 防脱洗发露500+育发液20 防脱洗发露750+育发液20 防脱控油洗发露500 防脱控油洗发露500+育发液20 
587216440999,正品黑裙香水型洗发水护发素沐浴露套装女士香味持久留香去屑膏小 ,COCOESSENCE/遇见香芬 ,遇见香芬 香水洗发水护发素套装 ,柔软顺滑 去屑止痒 丰盈蓬松 改善毛躁 清洁发丝头皮 ,中国大陆 ,所有发质 ,
538830710970,徽歌 小黑裙香水洗发水 ,徽歌 ,小黑裙香水洗发水 ,去屑止痒 深度清洁 滋润营养 脆弱开叉护理 改善毛躁 ,中国大陆 ,所有发质 ,
536974652292,SOMANG/所望 头皮护理植物洗发水 ,SOMANG/所望 ,头皮护理植物洗发水 ,深度滋养 柔软顺滑 去屑止痒 控油 头皮舒缓 ,韩国 ,所有发质 ,
574851036498,三个魔发匠 香水滋润柔顺洗发乳 ,三个魔发匠 ,,深层滋养头皮、清洁 改善头痒 去头屑 滋润 控油 ,中国 ,所有发质 ,洗发水500ml 洗发水750ml 洗发水500ml+护发素500ml 洗发水750ml+护发素750ml 
556717824225,botanist 柔顺洗发水 ,botanist ,,保湿 补水 控油 柔顺ROSHUN ,日本 ,所有发质 ,普通版（青苹果香） 纪念版（铃兰香） 纪念版（无花果香） 樱花版（樱花白桃） 洋梨版 
39024068460,琴叶 生姜疗发去屑洗发水 ,琴叶 ,,改善头痒 去头屑 ,中国 ,混合性 ,防脱控油洗发水1000ml+护发素1000ml 滋润养发洗发水1000ml+护发素1000ml 去屑清爽洗发水1000ml+护发素1000ml 防脱控油洗发水1000ml+护发素/洗发水450ml（默认发护发素） 滋润养发洗发水1000ml+护发素/洗发水450ml（默认发护发素） 去屑清爽洗发水1000ml+护发素/洗发水450ml（默认发护发素） 防脱控油洗发水 1000ml * 2瓶 滋润养发洗发水 1000 *2瓶 去屑清爽洗发水1000ml * 2瓶 
571041485451,强生儿童洗发水6-12柔顺3-15岁男女孩大童小孩专用洗头膏正品女童 ,强生 ,,,中国大陆 ,,
37752005107,The Face Shop/菲诗小铺 梦中邂逅香水洗发水 ,The Face Shop/菲诗小铺 ,梦中邂逅香水洗发水 ,其他 ,中国大陆 ,正常发质 ,
544860653343,施华蔻维他命护发无硅油清爽蓬松洗发水洗发露洗头膏套装官方1L ,Schwarzkopf/施华蔻 ,,,中国 ,,
538675334566,施华蔻斐丝丽睡莲清爽香水洗发水滋养洗发露套装官方1360ml ,Schwarzkopf/施华蔻 ,,补水 ,,,
38232631624,阿道夫 净澈清爽洗发乳液 ,阿道夫 ,净澈清爽洗发乳液 ,脆弱开叉护理 滋润营养 强韧防断发 控油 深度清洁 ,中国大陆 ,所有发质 ,
575858525278,海飞丝无硅油去屑止痒控油洗发水液露套装洗发膏男女正品450ml*3 ,海飞丝 ,,深层滋养头皮、清洁 改善头痒 去头屑 控油 ,中国 ,,其他/other 
2850871799,海飞丝 去屑洗发露深层洁净型 ,海飞丝 ,去屑洗发露深层洁净型 ,去屑 ,中国大陆 ,,
560707311429,RYO/吕 舒盈清润净澈去屑洗发水 ,RYO/吕 ,,去头屑 头皮舒缓 ,韩国 ,所有发质 ,400mL 
548343640359,L＇oreal/欧莱雅 茶树植萃去屑1分钟头皮深层净彻凝胶 ,L'OREAL /欧莱雅 ,,温和清洁、修护 去头屑 ,中国 ,,180mL 
575581122672,海飞丝洗发水露丝质柔滑5ml*100袋旅行装5毫升去屑小包袋装洗头膏 ,海飞丝 ,丝质柔滑洗发水5ml*100包套装 ,柔软顺滑 ,中国大陆 ,,
560489824228,【官方正品】绿吕控油蓬松清爽男士无硅油洗发水组合女清香400g*2 ,RYO/吕 ,,头皮控油 控油 ,韩国 ,油性 ,
45418218682,KERASTASE/卡诗 奥丽顺柔洗发水 ,KERASTASE/卡诗 ,,温和清洁、修护 滋润 ,西班牙 ,干性 ,250mL 
586726059434,海飞丝防脱发洗发水青春男士女套装护根防掉焕活乳精华官方旗舰店 ,海飞丝 ,,其他 去头屑 ,,,
535919649838,KERASTASE/卡诗 丝韧焕活洗发水 ,KERASTASE/卡诗 ,,改善毛躁 染烫受损护理 ,西班牙 ,,250mL 
41719418888,欧莱雅美发多效修复洗发水套装400ml*2 强韧发丝减少分叉改善干枯 ,L'OREAL /欧莱雅 ,,滋润 深层清洁 损伤修复 ,中国 ,受损发质 ,
41920234537,包邮清扬洗发水男士去屑活力运动薄荷型洗发露套装洗发乳液1千克 ,CLEAR/清扬 ,清扬男士洗发水组合-0001 ,去屑止痒 深层修复 ,中国大陆 ,所有发质 ,
520825791128,CLEAR/清扬 男士去屑洗发露活力运动型 ,CLEAR/清扬 ,男士去屑洗发露活力运动型 ,柔软顺滑 去屑止痒 深度清洁 控油 去屑 ,中国大陆 ,所有发质 ,
551628101067,AUSSIE 丰盈蓬松洗发水 ,AUSSIE ,,丰盈蓬松 染后护色 染烫受损护理 头皮舒缓 损伤修复 ,美国 ,受损发质 ,400mL 360mL 
579481812802,清扬洗发水 男士去屑洗发露清爽控油型500g+100g*2 ,CLEAR/清扬 ,,,,,
532069301237,CLEAR/清扬 去屑洗发露(清新净透型) ,CLEAR/清扬 ,去屑洗发露(清新净透型) ,丰盈蓬松 ,,所有发质 ,
18907787236,联合利华清扬多效水润男女士洗发水/露去头屑留香官方正品500g*2 ,CLEAR/清扬 ,去屑洗发露(多效水润养护型)套装 ,柔软顺滑 去屑止痒 去屑 ,中国大陆 ,所有发质 ,
532905438626,VS沙宣洗发露套装 清盈顺柔洗发水750ml*2 男士女士深度清洁 ,沙宣 ,,改善毛躁 柔顺润滑 滋润 补水 ,,所有发质 ,
566056594986,L＇oreal/欧莱雅 沙龙洗护系列油脂平衡洗发水 ,L'OREAL /欧莱雅 ,,头皮控油 ,西班牙 ,油性 ,500ml 500毫升新条码 
43117310948,【屈臣氏】潘婷CLINICARE染烫损伤修护洗发露/水润发乳套装600ml ,潘婷 ,CLINICARE染烫损伤修护洗发露+精华素套装 ,烫染修复 ,中国大陆 ,所有发质 ,
574975700156,Hair Recipe发之食谱无花果无硅油控油去油洗发水护发素280套装 ,HAIR RECIPE ,,丰盈蓬松 ,中国 ,,其他/other 
533668101886,【屈臣氏】施华蔻辣木籽净透无硅洗发露600ml*2发丝清爽洗发水 ,Schwarzkopf/施华蔻 ,施华蔻辣木籽净透无硅洗发露600毫升*2件组合 ,去屑止痒 ,中国大陆 ,所有发质 ,
520454715679,施华蔻羊绒脂滋养洗发水露乳洗头膏套装染烫受损修护理女 ,Schwarzkopf/施华蔻 ,羊绒脂滋养洗发露600毫升*2件套装 ,深度滋养 柔软顺滑 滋润营养 脆弱开叉护理 改善毛躁 头皮舒缓 滋润 补水 损伤护理 损伤修护 清洁发丝头皮 ,中国大陆 ,受损发质（染烫1-2次） ,
36940537022,VS沙宣洗发水护发素套装修护水养洗发露+护发素750ml滋润烫染 ,沙宣 ,,改善毛躁 滋润 补水 ,,所有发质 ,
566673362719,满婷 清满修护洗发露 ,满婷 ,清满修护洗发露 ,深度滋养 柔软顺滑 控油 去屑 ,中国大陆 ,,
592239840895,牛蒡根迷迭香洗发水去螨虫除螨控油去屑止痒非离子柔亮轻奢洗头膏 ,Leiws/贝维诗 ,,丰盈蓬松 改善毛躁 去头屑 染烫受损护理 ,中国 ,所有发质 ,迷迭香控油洗发露+送150ML旅行装 迷迭香去屑洗发露+送150ML旅行装 迷迭香除螨沐浴露+送150ML旅行装洗发露 
575896638524,Aussie白袋鼠洗发水修护护发洗护套装 女改善毛躁洗头膏素发膜 ,AUSSIE ,,温和清洁、修护 改善毛躁 染烫受损护理 深层清洁 ,中国 ,,
588254061135,SHISEIDO PROFESSIONAL/资生堂专业美发 护理道 芳氛头皮护理 净透控油洗发 ,SHISEIDO PROFESSIONAL/资生堂专业美发 ,,温和清洁、修护 头皮控油 控油 ,日本 ,,1L 250mL 500ml 
39957648957,汉喜 荷塘月色精华无硅油洗发水 ,汉喜 ,荷塘月色精华无硅油洗发水 ,柔软顺滑 控油 去屑 ,中国大陆 ,油性 ,
576380165283,霸王乌发固发防脱发洗发水黑发柔顺修复枯黄白发男女士洗头膏正品 ,霸王 ,霸王乌发固发洗发液套装 ,深度滋养 防脱发 深层修复 滋润营养 强韧防断发 ,中国大陆 ,所有发质 ,
587776723116,Amino Mason 牛油果氨基酸滋润型洗护套组450ml ,Amino Mason ,,,日本 ,所有发质 ,450ml 
574201689729,?美国belli孕妇洗发水孕妇专用洗护怀孕期用品氨基酸深度清洁然天 ,Belli ,,,,混合性 ,其他 
19755177906,Schwarzkopf/施华蔻 水漾精华滋养洗发水 ,Schwarzkopf/施华蔻 ,,保湿 补水 ,中国 ,所有发质 ,1L 
540232513871,FORSHINE 5/花香5 TPA75-3(H) ,FORSHINE 5/花香5 ,TPA75-3(H) ,深度滋养 滋润营养 改善毛躁 头皮舒缓 清洁发丝头皮 ,中国大陆 ,所有发质 ,
538861946704,Batiste/碧缇丝 免水洗发喷雾（柔亮金棕） ,Batiste/碧缇丝 ,,丰盈蓬松 改善毛躁 改善头痒 头皮控油 控油 ,英国 ,所有发质 ,【随身装】经典洁净50ML 【随身装】果香樱桃50ML 【随身装】迷人花香50ML 【随身装】异国情调50ML 【爆款】迷人花香200ML 【大爆款】经典洁净200ml 【爆款】清爽飘逸200ML 【新品】异国情调200ML 【新品】果香樱桃200ML 【新品】魅惑豹纹200ML 【蓬松款】丰盈蓬松200ML 【新品】亮泽强韧200ML 【量贩装】经典洁净50ML*2 【量贩装】迷人花香50ML*2 【量贩装】果香樱桃50ML*2 【量贩装】异国情调50ML*2 【量贩装】经典洁净200ML*2 【量贩装】迷人花香200ML*2 【套餐包】经典洁净200ML+经典50ML 【套餐二】迷人花香200ML+魅惑豹纹200ML 【套餐三】迷人花香200ML+亮泽强韧200ML 【套餐四】迷人花香200ML+ 异国情调200ML 【套餐包】经典洁净200ml+旅行装50ml 【套餐包】果香樱桃200ml+旅行装50ml 【套餐包】 清爽飘逸200ml+旅行装50ml 【套餐包】异国情调200ml+旅行装50ml 【套餐包】迷人花香200ml+旅行装50ml 【套餐包】极致蓬松200ml+旅行装50ml 【旅行装】随机香型50ml 
574201689729,?美国belli孕妇洗发水孕妇专用洗护怀孕期用品氨基酸深度清洁然天 ,Belli ,,,,混合性 ,其他 
19755177906,Schwarzkopf/施华蔻 水漾精华滋养洗发水 ,Schwarzkopf/施华蔻 ,,保湿 补水 ,中国 ,所有发质 ,1L 
540232513871,FORSHINE 5/花香5 TPA75-3(H) ,FORSHINE 5/花香5 ,TPA75-3(H) ,深度滋养 滋润营养 改善毛躁 头皮舒缓 清洁发丝头皮 ,中国大陆 ,所有发质 ,
538861946704,Batiste/碧缇丝 免水洗发喷雾（柔亮金棕） ,Batiste/碧缇丝 ,,丰盈蓬松 改善毛躁 改善头痒 头皮控油 控油 ,英国 ,所有发质 ,【随身装】经典洁净50ML 【随身装】果香樱桃50ML 【随身装】迷人花香50ML 【随身装】异国情调50ML 【爆款】迷人花香200ML 【大爆款】经典洁净200ml 【爆款】清爽飘逸200ML 【新品】异国情调200ML 【新品】果香樱桃200ML 【新品】魅惑豹纹200ML 【蓬松款】丰盈蓬松200ML 【新品】亮泽强韧200ML 【量贩装】经典洁净50ML*2 【量贩装】迷人花香50ML*2 【量贩装】果香樱桃50ML*2 【量贩装】异国情调50ML*2 【量贩装】经典洁净200ML*2 【量贩装】迷人花香200ML*2 【套餐包】经典洁净200ML+经典50ML 【套餐二】迷人花香200ML+魅惑豹纹200ML 【套餐三】迷人花香200ML+亮泽强韧200ML 【套餐四】迷人花香200ML+ 异国情调200ML 【套餐包】经典洁净200ml+旅行装50ml 【套餐包】果香樱桃200ml+旅行装50ml 【套餐包】 清爽飘逸200ml+旅行装50ml 【套餐包】异国情调200ml+旅行装50ml 【套餐包】迷人花香200ml+旅行装50ml 【套餐包】极致蓬松200ml+旅行装50ml 【旅行装】随机香型50ml 
575248270931,HAIR RECIPE/发の食谱 苹果姜滋养修护洗发水280ml ,HAIR RECIPE ,,滋润 ,中国 ,,洗发水280ml 润发乳280g 
536707593368,L’Oreal professionnel/巴黎欧莱雅沙龙专属 丝泉净化洗发水 ,L’Oreal professionnel/巴黎欧莱雅沙龙专属 ,,去头屑 头皮控油 控油 ,中国 ,,600ml 
567967235110,Beaver/博柔 摩洛哥油洗发露 ,Beaver/博柔 ,,清洁 发色亮泽 染后护色 染烫受损护理 损伤修复 锁色 ,中国 ,受损发质 ,洗发露350ml+护发乳350ml 洗发露730ml+护发乳730ml 洗发露350ml 护发乳350ml 洗发露730ml 护发乳730ml 洗发露730ml+护发乳350ml 洗发露350ml*2+护发乳350ml 
582758552694,联合利华力士小晶钻樱花之恋无硅油洗发水+护发精华素套装450ml*2 ,LUX/力士 ,力士樱花之恋洗护套装 ,其他 改善毛躁 ,中国大陆 ,,
577327540920,PAHKEN/帕克 迷迭香非离子洗发水护发素加沐浴露 ,PAHKEN/帕克 ,,深层滋养头皮、清洁 温和清洁、修护 改善头痒 去头屑 头皮控油 ,中国 ,,迷迭香洗发水500ml+护发素500ml+沐浴露500ml 洗发水 护发素 沐浴露 可任选三瓶（备注或联系客服） 
566603826549,维特丝 香水香芬柔顺洗发乳 ,维特丝 ,,深层滋养头皮、清洁 改善毛躁 去头屑 头皮控油 柔顺ROSHUN ,中国 ,所有发质 ,小苍兰洗发水500ML 护发乳500ML 沐浴露500ML 洗发水500ML+护发乳500ML 洗发水500ML+沐浴露500ML【赠女人香护发乳480ML】 洗发水500ML+护卷弹力素280ML 洗发水500ML+丝柔顺发液200ML 洗发水800ML 沐浴露800ML 洗发水800ML+800ML护发乳 洗发水800ML+沐浴露800ML 
552573888914,霸王育发防脱发生姜洗发水控油增发密发男女姜汁增长液旗舰店官网 ,霸王 ,育发防脱专业套装 ,防脱发 ,中国大陆 ,男士脱发 ,
594093519188,日本amino mason氨基酸樱花洗发水护发素限定套装官方正品450ml*2 ,Amino Mason ,,深层滋润头皮、清洁 丰盈蓬松 染烫受损护理 头皮控油 头皮舒缓 ,日本 ,,滋养樱花2019版450ml*2 清爽樱花2019版450ml*2 
42347844375,Shiseido/资生堂 护理道芳氛头皮护理洗发露 ,Shiseido/资生堂 ,护理道芳氛头皮护理洗发露 ,其他 ,日本 ,所有发质 ,
522748652170,力士洗发水液露洗头膏护发素沐浴露乳持久留香家庭套装男女士正品 ,LUX/力士 ,力士水润丝滑洗发乳+幽莲魅肤沐浴露套装 ,柔软顺滑 其他 滋润 舒缓肌肤 ,中国大陆 ,所有发质 ,
582196556262,徽歌 艾草汁滋润洗发水 ,徽歌 ,艾草汁滋润洗发水 ,柔软顺滑 滋润营养 丰盈蓬松 改善毛躁 头皮舒缓 ,中国大陆 ,所有发质 ,
570287483970,Tesori d’Oriente 水莲花 盈润滋养洗发乳 ,Tesori d’Oriente ,水莲花 盈润滋养洗发乳 ,深度滋养 柔软顺滑 滋润营养 丰盈蓬松 改善毛躁 ,其他 ,干性 ,
545249312013,贝亲泡沫沐浴露+泡沫洗发精500ml 婴儿洗发沐浴用品IA117 ,Pigeon/贝亲 ,,,中国大陆 ,,
565555529064,COCOESSENCE/遇见香芬 男士旷世经典古龙洗发露 ,COCOESSENCE/遇见香芬 ,男士旷世经典古龙洗发露 ,去屑止痒 控油 去屑 清洁发丝头皮 ,中国大陆 ,,
570653853587,Matin Rosie/玛汀露丝 法国香氛柔顺丝滑洗发乳液 ,Matin Rosie/玛汀露丝 ,法国香氛柔顺丝滑洗发乳液 ,深度滋养 柔软顺滑 深度清洁 滋润营养 改善毛躁 ,中国大陆 ,所有发质 ,
533908823646,MAYWUFA/美吾发 玫瑰精油洗发露 ,美吾发 ,,改善毛躁 滋润 保湿 ,中国 ,,400mL 800mL 
572249712360,香馜 香氛洗发乳 ,香馜 ,香氛洗发乳 ,柔软顺滑 去屑止痒 深层修复 滋润营养 改善头痒 ,中国大陆 ,所有发质 ,
38267220332,Sivia/仙维娜 橄榄去屑柔顺洗发露 ,Sivia/仙维娜 ,橄榄去屑柔顺洗发露 ,深度滋养 柔软顺滑 去屑止痒 头皮舒缓 补水 ,中国大陆 ,所有发质 ,
23957184564,章光101 101瑞丝防脱香波 ,章光101 ,,深层滋润头皮、清洁 丰盈蓬松 强韧防断发 头皮控油 防脱 ,中国 ,所有发质 ,200g 400g 
534767220591,SUKIN 清爽净化洗发水 ,SUKIN ,,滋润 深层清洁 ,澳大利亚 ,,保湿洗发水500ml 丰盈蓬松洗发水(细软)500ml 自然平衡洗发水500ml 水油平衡洗发水500ml 清爽净化洗发水500ml 
575934888395,和风雨 柔顺清爽无硅油洗发水 ,和风雨 ,,深层滋养头皮、清洁 改善毛躁 改善头痒 去头屑 柔顺ROSHUN ,中国 ,所有发质 ,洗发水500g 洗发水500g+沐浴露500g 洗发水500g+护发素500g 
583276462115,TriptychOfLune/三谷 悦动牙买加洗发水 ,TriptychOfLune/三谷 ,悦动牙买加洗发水 ,深度滋养 深层修复 滋润营养 烫染修复 改善毛躁 ,中国大陆 ,,
539999358316,Batiste/碧缇丝 经典洁净免水洗发喷雾 ,Batiste/碧缇丝 ,,丰盈蓬松 改善毛躁 改善头痒 ,英国 ,所有发质 ,经典洁净50ml 【经典洁净50ML*2】 【经典洁净200ml】 【迷人花香200ml】 【果香樱桃200ml】 【异国情调200ml】 【清爽飘逸200ml】 【倍感蓬松200ml】 【经典洁净200ML+50ml（香味随机）】 【果香樱桃200ml+50ml（香味随机）】 【迷人花香200ml+50ml（香味随机）】 【清爽飘逸200ml+50ml（香味随机）】 【经典洁净200ML*2】 【迷人花香200ml*2】 
539336317419,六神无硅油洗发水洗发露450mlX2去屑控油清爽男女通用家庭装包邮 ,六神 ,控油套装 ,深度清洁 丰盈蓬松 控油 头皮舒缓 ,中国大陆 ,所有发质 ,
564406747102,Selsun 去屑洗发水-强效型 ,Selsun ,去屑洗发水-强效型 ,去屑止痒 去屑 ,澳大利亚 ,头皮屑 ,
557457645033,熊野油脂 沙龙植物洗发水 ,熊野油脂 ,沙龙植物洗发水 ,深度滋养 防脱发 深层修复 控油 滋润 ,日本 ,所有发质 ,
585117407751,头皮毛囊炎去大块头皮屑药神器硫磺软膏除螨去头螨去屑止痒洗发水 ,COCOESSENCE/遇见香芬 ,控油去屑洗发水组合 ,深度滋养 去屑止痒 深度清洁 脆弱开叉护理 强韧防断发 ,中国大陆 ,所有发质 ,
39947616926,资生堂洗护套装 丝蓓绮奢耀柔艳洗发水护发素750ml*2改善暗哑干枯 ,TSUBAKI/丝蓓绮 ,奢耀柔艳750ML洗护套装 ,柔软顺滑 脆弱开叉护理 改善毛躁 改善头痒 ,中国大陆 ,所有发质 ,
587530961617,丝路瑰宝 芙缇生姜防脱育发洗发水 ,丝路瑰宝 ,,强根健发 深层滋润头皮、清洁 头皮控油 育发 防脱生发 ,中国 ,所有发质 ,防脱控油去屑单瓶装 强根固发防脱育发3瓶装 
45237724757,JANESE/珍妮诗 清爽止痒二合一洗发露 ,JANESE/珍妮诗 ,清爽止痒二合一洗发露 ,去屑止痒 改善头痒 滋润 损伤护理 清洁发丝头皮 ,中国大陆 ,所有发质 ,
539322097858,艾诗沐浴露洗发水套装持久留香无硅油去屑止痒保湿滋润家庭装优雅 ,Enchanteur/艾诗 ,芬香沐浴露洗发水组合装 ,控油 滋润 补水 去屑 ,中国大陆 ,,
563729351380,采乐酮康正品非康王洗发水去屑止痒控油神器男女士旗舰店官方旗舰 ,采乐 ,去屑洗发水套装 ,去屑止痒 改善头痒 控油 去屑 ,中国大陆 ,所有发质 ,
595351333805,魔香小苍兰洗发水护发素沐浴露套装女男持久留香家庭装洗护网红款 ,魔香 ,,清透润泽光泽亮丽 温和清洁、修护 改善毛躁 改善头痒 去头屑 ,中国 ,所有发质 ,【500ML+500ML+500ML】小苍兰洗发水护发素沐浴露套装 【800ML+800ML+800ML】小苍兰洗发水护发素沐浴露套装 【500ML+500ML+500ML】小苍兰香氛洗发水三瓶装 【800ML+800ML+800ML】小苍兰香氛洗发水三瓶装 【500ML+500ML+500ML】小苍兰香氛洗发水两瓶装+护发素 【500ML+500ML+500ML】小苍兰香氛洗发水两瓶装+沐浴露 
536645917443,采乐 香水祛屑洗发露 ,采乐 ,香水祛屑洗发露 ,去屑止痒 改善头痒 控油 滋润 补水 ,中国大陆 ,所有发质 ,
580737999021,PAHKEN/帕克 芙缇生姜防脱育发洗发水 ,PAHKEN/帕克 ,,强根健发 改善毛躁 头皮控油 防脱 ,中国 ,所有发质 ,芙缇生姜防脱育发洗发水450ml 生姜洗发水450ml*1瓶+密发液50ml*2瓶 生姜洗发水450ml*2瓶+密发液50ml*2瓶 共4瓶装 头皮密发液50ml 
